Year,Postal_Code,Town,Province,Age,Unmarried_Men,Married_Men,Divorced_Men,Widowed_Men,Total_#_Of_Males,Unmarried_Women,Married_Women,Divorced_Women,Widowed_Women,Total_#_Of_Females
2020,45004,Casola in Lunigiana,MS,68,0,10,1,0,11,1,5,0,1,7
2020,45004,Casola in Lunigiana,MS,69,0,10,2,0,12,1,6,1,4,12
2020,45004,Casola in Lunigiana,MS,70,3,10,0,0,13,1,1,1,2,5
2020,45004,Casola in Lunigiana,MS,71,0,2,0,0,2,1,3,0,0,4
2020,45004,Casola in Lunigiana,MS,72,0,10,2,1,13,0,7,1,1,9
2020,45004,Casola in Lunigiana,MS,73,0,6,0,0,6,0,4,2,4,10
2020,45004,Casola in Lunigiana,MS,74,2,2,0,2,6,0,3,0,2,5
2020,45004,Casola in Lunigiana,MS,75,1,2,0,0,3,2,5,0,3,10
2020,45004,Casola in Lunigiana,MS,76,1,9,0,0,10,0,5,1,1,7
2020,45004,Casola in Lunigiana,MS,77,2,1,0,1,4,0,9,0,2,11
2020,45004,Casola in Lunigiana,MS,78,1,4,0,0,5,2,1,0,2,5
2020,45004,Casola in Lunigiana,MS,79,1,4,1,1,7,0,3,0,7,10
2020,45004,Casola in Lunigiana,MS,80,0,4,0,2,6,0,3,0,5,8
2020,45004,Casola in Lunigiana,MS,81,1,3,0,0,4,1,4,0,3,8
2020,45004,Casola in Lunigiana,MS,82,0,0,0,0,0,0,1,0,3,4
2020,45004,Casola in Lunigiana,MS,83,0,10,0,2,12,0,5,0,4,9
2020,45004,Casola in Lunigiana,MS,84,0,1,0,0,1,1,4,0,2,7
2020,45004,Casola in Lunigiana,MS,85,1,2,0,2,5,1,1,0,3,5
2020,45004,Casola in Lunigiana,MS,86,0,5,0,0,5,0,1,0,5,6
2020,45004,Casola in Lunigiana,MS,87,0,4,0,2,6,1,0,0,5,6
2020,45004,Casola in Lunigiana,MS,88,0,3,0,0,3,0,3,0,2,5
2020,45004,Casola in Lunigiana,MS,89,1,3,0,1,5,0,1,0,7,8
2020,45004,Casola in Lunigiana,MS,90,0,3,0,1,4,0,2,0,3,5
2020,45004,Casola in Lunigiana,MS,91,0,2,0,0,2,0,1,0,4,5
2020,45004,Casola in Lunigiana,MS,92,0,2,0,0,2,1,0,0,1,2
2020,45004,Casola in Lunigiana,MS,93,0,1,0,0,1,0,0,0,1,1
2020,45004,Casola in Lunigiana,MS,94,0,0,0,1,1,1,1,0,0,2
2020,45004,Casola in Lunigiana,MS,95,0,0,0,0,0,0,0,0,5,5
2020,45004,Casola in Lunigiana,MS,96,0,1,0,0,1,0,0,0,2,2
2020,45004,Casola in Lunigiana,MS,97,0,0,0,0,0,0,0,0,1,1
2020,45004,Casola in Lunigiana,MS,98,0,0,0,0,0,0,0,0,2,2
2020,45004,Casola in Lunigiana,MS,99,0,0,0,0,0,0,0,0,0,0
2020,45004,Casola in Lunigiana,MS,100 e più,0,0,0,0,0,0,1,0,2,3
2020,45005,Comano,MS,0,2,0,0,0,2,1,0,0,0,1
2020,45005,Comano,MS,1,2,0,0,0,2,2,0,0,0,2
2020,45005,Comano,MS,2,1,0,0,0,1,1,0,0,0,1
2020,45005,Comano,MS,3,3,0,0,0,3,0,0,0,0,0
2020,45005,Comano,MS,4,1,0,0,0,1,1,0,0,0,1
2020,45005,Comano,MS,5,4,0,0,0,4,0,0,0,0,0
2020,45005,Comano,MS,6,0,0,0,0,0,2,0,0,0,2
2020,45005,Comano,MS,7,2,0,0,0,2,2,0,0,0,2
2020,45005,Comano,MS,8,3,0,0,0,3,2,0,0,0,2
2020,45005,Comano,MS,9,0,0,0,0,0,2,0,0,0,2
2020,45005,Comano,MS,10,2,0,0,0,2,4,0,0,0,4
2020,45005,Comano,MS,11,1,0,0,0,1,1,0,0,0,1
2020,45005,Comano,MS,12,2,0,0,0,2,1,0,0,0,1
2020,45005,Comano,MS,13,0,0,0,0,0,0,0,0,0,0
2020,45005,Comano,MS,14,1,0,0,0,1,1,0,0,0,1
2020,45005,Comano,MS,15,5,0,0,0,5,0,0,0,0,0
2020,45005,Comano,MS,16,4,0,0,0,4,1,0,0,0,1
2020,45005,Comano,MS,17,0,0,0,0,0,3,0,0,0,3
2020,45005,Comano,MS,18,2,0,0,0,2,1,0,0,0,1
2020,45005,Comano,MS,19,2,0,0,0,2,2,0,0,0,2
2020,45005,Comano,MS,20,5,0,0,0,5,2,0,0,0,2
2020,45005,Comano,MS,21,2,0,0,0,2,3,0,0,0,3
2020,45005,Comano,MS,22,1,0,0,0,1,2,0,0,0,2
2020,45005,Comano,MS,23,3,0,0,0,3,3,0,0,0,3
2020,45005,Comano,MS,24,5,0,0,0,5,3,0,0,0,3
2020,45005,Comano,MS,25,2,0,0,0,2,1,0,0,0,1
2020,45005,Comano,MS,26,2,0,0,0,2,5,0,0,0,5
2020,45005,Comano,MS,27,2,0,0,0,2,1,1,0,0,2
2020,45005,Comano,MS,28,1,0,0,0,1,1,0,0,0,1
2020,45005,Comano,MS,29,3,0,0,0,3,1,1,0,0,2
2020,45005,Comano,MS,30,1,0,0,0,1,2,1,0,0,3
2020,45005,Comano,MS,31,2,1,0,0,3,0,1,0,0,1
2020,45005,Comano,MS,32,3,1,0,0,4,2,1,0,0,3
2020,45005,Comano,MS,33,2,1,0,0,3,1,0,0,0,1
2020,45005,Comano,MS,34,3,0,0,0,3,2,2,0,0,4
2020,45005,Comano,MS,35,1,1,0,0,2,4,1,0,0,5
2020,45005,Comano,MS,36,0,0,0,0,0,1,2,0,0,3
2020,45005,Comano,MS,37,2,1,0,0,3,2,1,0,0,3
2020,45005,Comano,MS,38,2,0,0,0,2,3,1,0,0,4
2020,45005,Comano,MS,39,2,0,0,0,2,0,0,0,0,0
2020,45005,Comano,MS,40,0,0,0,0,0,1,3,0,0,4
2020,45005,Comano,MS,41,2,3,1,0,6,0,1,0,0,1
2020,45005,Comano,MS,42,3,2,0,0,5,0,3,0,0,3
2020,45005,Comano,MS,43,0,1,0,0,1,0,0,1,0,1
2020,45005,Comano,MS,44,2,3,1,0,6,1,3,0,0,4
2020,45005,Comano,MS,45,3,1,1,0,5,2,1,0,0,3
2020,45005,Comano,MS,46,2,2,1,0,5,0,2,0,1,3
2020,45005,Comano,MS,47,3,1,0,0,4,2,3,0,1,6
2020,45005,Comano,MS,48,1,1,0,0,2,1,4,0,0,5
2020,45005,Comano,MS,49,6,3,0,0,9,2,5,0,0,7
2020,45005,Comano,MS,50,1,2,1,0,4,2,1,3,0,6
2020,45005,Comano,MS,51,3,2,0,0,5,1,3,1,0,5
2020,45005,Comano,MS,52,3,4,2,0,9,2,5,0,0,7
2020,45005,Comano,MS,53,1,1,0,0,2,1,2,0,0,3
2020,45005,Comano,MS,54,3,4,0,1,8,1,8,3,0,12
2020,45005,Comano,MS,55,1,1,1,0,3,0,4,0,1,5
2020,45005,Comano,MS,56,0,3,0,0,3,0,3,2,1,6
2020,45005,Comano,MS,57,1,2,0,0,3,1,5,0,0,6
2020,45005,Comano,MS,58,0,5,1,0,6,1,1,0,1,3
2020,45005,Comano,MS,59,2,3,1,0,6,0,3,1,1,5
2020,45005,Comano,MS,60,0,7,4,0,11,1,1,0,0,2
2020,45005,Comano,MS,61,0,7,0,0,7,0,4,0,0,4
2020,45005,Comano,MS,62,2,1,1,0,4,0,1,0,0,1
2020,45005,Comano,MS,63,0,4,2,0,6,0,3,0,0,3
2020,45005,Comano,MS,64,1,4,0,0,5,1,5,1,3,10
2020,45005,Comano,MS,65,0,6,0,0,6,1,4,0,0,5
2020,45005,Comano,MS,66,1,4,2,0,7,1,4,1,1,7
2020,45005,Comano,MS,67,2,6,1,0,9,0,1,1,1,3
2020,45005,Comano,MS,68,0,3,0,0,3,0,5,0,2,7
2020,45005,Comano,MS,69,2,2,0,0,4,1,2,1,0,4
2020,45005,Comano,MS,70,2,6,0,1,9,0,6,0,2,8
2020,45005,Comano,MS,71,0,2,1,0,3,0,4,1,2,7
2020,45005,Comano,MS,72,2,2,2,1,7,0,4,0,0,4
2020,45005,Comano,MS,73,0,4,1,0,5,0,5,0,1,6
2020,45005,Comano,MS,74,1,3,0,0,4,0,2,1,2,5
2020,45005,Comano,MS,75,1,3,0,1,5,0,2,0,4,6
2020,45005,Comano,MS,76,0,3,1,0,4,0,1,1,0,2
2020,45005,Comano,MS,77,0,6,0,1,7,0,2,1,2,5
2020,45005,Comano,MS,78,0,7,0,2,9,1,3,0,3,7
2020,45005,Comano,MS,79,0,4,0,1,5,0,2,0,1,3
2020,45005,Comano,MS,80,0,3,0,0,3,0,2,0,2,4
2020,45005,Comano,MS,81,1,0,0,0,1,0,3,0,2,5
2020,45005,Comano,MS,82,2,1,0,1,4,0,0,0,4,4
2020,45005,Comano,MS,83,0,4,0,2,6,0,2,0,1,3
2020,45005,Comano,MS,84,0,4,0,1,5,0,1,0,3,4
2020,45005,Comano,MS,85,0,2,0,1,3,1,1,0,4,6
2020,45005,Comano,MS,86,0,3,0,0,3,1,0,0,7,8
2020,45005,Comano,MS,87,0,0,0,0,0,0,0,0,7,7
2020,45005,Comano,MS,88,1,1,0,1,3,0,1,0,3,4
2020,45005,Comano,MS,89,0,2,0,1,3,0,0,0,2,2
2020,45005,Comano,MS,90,0,0,0,1,1,2,0,0,3,5
2020,45005,Comano,MS,91,0,2,0,0,2,1,0,0,1,2
2020,45005,Comano,MS,92,0,0,0,0,0,0,0,0,4,4
2020,45005,Comano,MS,93,0,0,0,0,0,1,0,0,3,4
2020,45005,Comano,MS,94,0,0,0,0,0,0,0,0,2,2
2020,45005,Comano,MS,95,0,0,0,0,0,0,0,0,2,2
2020,45005,Comano,MS,96,0,0,0,0,0,0,0,0,0,0
2020,45005,Comano,MS,97,0,0,0,0,0,0,0,0,0,0
2020,45005,Comano,MS,98,0,0,0,0,0,0,0,0,1,1
2020,45005,Comano,MS,99,0,0,0,0,0,0,0,0,1,1
2020,45005,Comano,MS,100 e più,0,0,0,0,0,0,0,0,0,0
2020,45006,Filattiera,MS,0,6,0,0,0,6,9,0,0,0,9
2020,45006,Filattiera,MS,1,4,0,0,0,4,3,0,0,0,3
2020,45006,Filattiera,MS,2,8,0,0,0,8,8,0,0,0,8
2020,45006,Filattiera,MS,3,6,0,0,0,6,8,0,0,0,8
2020,45006,Filattiera,MS,4,6,0,0,0,6,7,0,0,0,7
2020,45006,Filattiera,MS,5,16,0,0,0,16,4,0,0,0,4
2020,45006,Filattiera,MS,6,8,0,0,0,8,6,0,0,0,6
2020,45006,Filattiera,MS,7,4,0,0,0,4,6,0,0,0,6
2020,45006,Filattiera,MS,8,7,0,0,0,7,10,0,0,0,10
2020,45006,Filattiera,MS,9,4,0,0,0,4,8,0,0,0,8
2020,45006,Filattiera,MS,10,8,0,0,0,8,10,0,0,0,10
2020,45006,Filattiera,MS,11,3,0,0,0,3,7,0,0,0,7
2020,45006,Filattiera,MS,12,9,0,0,0,9,6,0,0,0,6
2020,45006,Filattiera,MS,13,11,0,0,0,11,7,0,0,0,7
2020,45006,Filattiera,MS,14,10,0,0,0,10,7,0,0,0,7
2020,45006,Filattiera,MS,15,11,0,0,0,11,5,0,0,0,5
2020,45006,Filattiera,MS,16,12,0,0,0,12,2,0,0,0,2
2020,45006,Filattiera,MS,17,8,0,0,0,8,3,0,0,0,3
2020,45006,Filattiera,MS,18,7,0,0,0,7,8,0,0,0,8
2020,45006,Filattiera,MS,19,17,0,0,0,17,8,0,0,0,8
2020,45006,Filattiera,MS,20,10,0,0,0,10,8,0,0,0,8
2020,45006,Filattiera,MS,21,9,0,0,0,9,7,0,0,0,7
2020,45006,Filattiera,MS,22,14,0,0,0,14,8,1,0,0,9
2020,45006,Filattiera,MS,23,10,0,0,0,10,13,0,0,0,13
2020,45006,Filattiera,MS,24,9,1,0,0,10,7,0,0,0,7
2020,45006,Filattiera,MS,25,14,0,0,0,14,15,0,0,0,15
2020,45006,Filattiera,MS,26,8,0,0,0,8,8,0,0,0,8
2020,45006,Filattiera,MS,27,11,0,0,0,11,8,4,0,0,12
2020,45006,Filattiera,MS,28,5,0,0,0,5,7,1,0,0,8
2020,45006,Filattiera,MS,29,6,0,0,0,6,11,3,0,0,14
2020,45006,Filattiera,MS,30,13,0,0,0,13,9,3,0,0,12
2020,45006,Filattiera,MS,31,8,1,0,0,9,7,4,0,0,11
2020,45006,Filattiera,MS,32,9,1,0,0,10,7,4,0,0,11
2020,45006,Filattiera,MS,33,7,4,0,0,11,5,3,0,0,8
2020,45006,Filattiera,MS,34,3,5,0,0,8,9,3,0,0,12
2020,45006,Filattiera,MS,35,4,2,0,0,6,7,5,0,0,12
2020,45006,Filattiera,MS,36,10,3,0,0,13,4,4,0,0,8
2020,45006,Filattiera,MS,37,5,6,0,0,11,4,4,0,0,8
2020,45006,Filattiera,MS,38,3,4,0,0,7,3,5,0,0,8
2020,45006,Filattiera,MS,39,6,2,1,0,9,4,13,0,0,17
2020,45006,Filattiera,MS,40,5,4,0,0,9,4,2,1,0,7
2020,45006,Filattiera,MS,41,4,8,0,0,12,3,6,0,0,9
2020,45006,Filattiera,MS,42,8,8,0,0,16,5,4,0,0,9
2020,45006,Filattiera,MS,43,9,5,0,0,14,3,6,0,0,9
2020,45006,Filattiera,MS,44,5,8,0,0,13,4,7,1,0,12
2020,45006,Filattiera,MS,45,6,2,1,0,9,5,16,0,0,21
2020,45006,Filattiera,MS,46,6,6,1,0,13,3,15,3,0,21
2020,45006,Filattiera,MS,47,2,9,1,0,12,4,5,1,2,12
2020,45006,Filattiera,MS,48,5,10,1,0,16,3,12,0,0,15
2020,45006,Filattiera,MS,49,3,10,1,0,14,2,14,1,0,17
2020,45006,Filattiera,MS,50,7,14,1,0,22,3,8,1,0,12
2020,45006,Filattiera,MS,51,6,15,1,0,22,2,15,1,0,18
2020,45006,Filattiera,MS,52,3,5,3,0,11,2,19,0,0,21
2020,45006,Filattiera,MS,53,5,5,0,0,10,1,14,2,0,17
2020,45006,Filattiera,MS,54,4,15,0,2,21,3,16,0,0,19
2020,45006,Filattiera,MS,55,2,16,1,1,20,4,19,0,0,23
2020,45006,Filattiera,MS,56,5,11,2,0,18,2,16,2,0,20
2020,45006,Filattiera,MS,57,5,21,0,1,27,2,18,3,1,24
2020,45006,Filattiera,MS,58,3,11,2,0,16,1,17,0,1,19
2020,45006,Filattiera,MS,59,2,22,3,0,27,1,10,3,0,14
2020,45006,Filattiera,MS,60,2,15,0,1,18,0,15,1,2,18
2020,45006,Filattiera,MS,61,4,17,1,2,24,2,10,1,0,13
2020,45006,Filattiera,MS,62,1,14,0,1,16,0,14,1,2,17
2020,45006,Filattiera,MS,63,5,10,0,1,16,1,9,0,3,13
2020,45006,Filattiera,MS,64,1,10,0,1,12,0,12,1,5,18
2020,45006,Filattiera,MS,65,4,7,3,1,15,0,8,0,1,9
2020,45006,Filattiera,MS,66,1,11,0,0,12,0,11,0,6,17
2020,45006,Filattiera,MS,67,2,9,0,0,11,2,14,0,2,18
2020,45006,Filattiera,MS,68,0,14,0,1,15,0,11,0,2,13
2020,45006,Filattiera,MS,69,2,5,0,0,7,1,5,0,2,8
2020,45006,Filattiera,MS,70,6,11,1,5,23,1,14,1,4,20
2020,45006,Filattiera,MS,71,2,7,0,1,10,0,8,0,4,12
2020,45006,Filattiera,MS,72,2,15,0,1,18,0,15,1,2,18
2020,45006,Filattiera,MS,73,2,8,0,1,11,0,10,0,8,18
2020,45006,Filattiera,MS,74,2,13,0,0,15,0,9,1,6,16
2020,45006,Filattiera,MS,75,2,8,0,0,10,0,7,0,10,17
2020,45006,Filattiera,MS,76,2,11,1,2,16,1,7,1,7,16
2020,45006,Filattiera,MS,77,1,9,0,1,11,3,10,0,5,18
2020,45006,Filattiera,MS,78,1,8,0,0,9,0,9,0,7,16
2020,45006,Filattiera,MS,79,3,8,0,2,13,0,9,0,3,12
2020,45006,Filattiera,MS,80,0,10,1,2,13,0,5,0,4,9
2020,45006,Filattiera,MS,81,3,8,0,1,12,0,7,0,11,18
2020,45006,Filattiera,MS,82,1,9,0,1,11,0,4,0,16,20
2020,45006,Filattiera,MS,83,2,7,0,1,10,0,3,0,6,9
2020,45006,Filattiera,MS,84,1,4,0,0,5,0,5,0,9,14
2020,45006,Filattiera,MS,85,0,7,1,1,9,0,6,0,11,17
2020,45006,Filattiera,MS,86,2,7,0,2,11,1,1,1,7,10
2020,45006,Filattiera,MS,87,3,6,0,2,11,0,3,0,12,15
2020,45006,Filattiera,MS,88,0,7,0,2,9,0,2,0,8,10
2020,45006,Filattiera,MS,89,1,0,0,1,2,1,0,0,8,9
2020,45006,Filattiera,MS,90,1,3,0,1,5,0,0,0,7,7
2020,45006,Filattiera,MS,91,0,4,0,2,6,0,1,0,5,6
2020,45006,Filattiera,MS,92,1,1,0,0,2,0,0,0,7,7
2020,45006,Filattiera,MS,93,0,2,0,1,3,0,0,0,6,6
2020,45006,Filattiera,MS,94,0,0,0,0,0,0,0,0,3,3
2020,45006,Filattiera,MS,95,0,0,0,0,0,0,0,0,4,4
2020,45006,Filattiera,MS,96,0,0,0,0,0,0,0,0,2,2
2020,45006,Filattiera,MS,97,0,0,0,0,0,0,0,0,2,2
2020,45006,Filattiera,MS,98,0,0,0,0,0,0,0,0,0,0
2020,45006,Filattiera,MS,99,0,0,0,0,0,0,0,0,2,2
2020,45006,Filattiera,MS,100 e più,0,0,0,0,0,1,0,0,0,1
2020,45007,Fivizzano,MS,0,15,0,0,0,15,14,0,0,0,14
2020,45007,Fivizzano,MS,1,6,0,0,0,6,12,0,0,0,12
2020,45007,Fivizzano,MS,2,23,0,0,0,23,8,0,0,0,8
2020,45007,Fivizzano,MS,3,20,0,0,0,20,21,0,0,0,21
2020,45007,Fivizzano,MS,4,20,0,0,0,20,15,0,0,0,15
2020,45007,Fivizzano,MS,5,22,0,0,0,22,27,0,0,0,27
2020,45007,Fivizzano,MS,6,12,0,0,0,12,18,0,0,0,18
2020,45007,Fivizzano,MS,7,21,0,0,0,21,20,0,0,0,20
2020,45007,Fivizzano,MS,8,32,0,0,0,32,25,0,0,0,25
2020,45007,Fivizzano,MS,9,17,0,0,0,17,20,0,0,0,20
2020,45007,Fivizzano,MS,10,28,0,0,0,28,28,0,0,0,28
2020,45007,Fivizzano,MS,11,18,0,0,0,18,15,0,0,0,15
2020,45007,Fivizzano,MS,12,21,0,0,0,21,31,0,0,0,31
2020,45007,Fivizzano,MS,13,26,0,0,0,26,25,0,0,0,25
2020,45007,Fivizzano,MS,14,16,0,0,0,16,22,0,0,0,22
2020,45007,Fivizzano,MS,15,34,0,0,0,34,19,0,0,0,19
2020,45007,Fivizzano,MS,16,19,0,0,0,19,30,0,0,0,30
2020,45007,Fivizzano,MS,17,20,0,0,0,20,17,0,0,0,17
2020,45007,Fivizzano,MS,18,25,0,0,0,25,24,0,0,0,24
2020,45007,Fivizzano,MS,19,27,0,0,0,27,19,1,0,0,20
2020,45007,Fivizzano,MS,20,21,0,0,0,21,28,0,0,0,28
2020,45007,Fivizzano,MS,21,23,0,0,0,23,28,0,0,0,28
2020,45007,Fivizzano,MS,22,25,0,0,0,25,32,0,0,0,32
2020,45007,Fivizzano,MS,23,26,0,0,0,26,18,1,0,0,19
2020,45007,Fivizzano,MS,24,28,0,0,0,28,19,0,0,0,19
2020,45007,Fivizzano,MS,25,33,0,0,0,33,14,3,0,0,17
2020,45007,Fivizzano,MS,26,30,1,0,0,31,29,3,0,0,32
2020,45007,Fivizzano,MS,27,28,1,0,0,29,10,1,0,0,11
2020,45007,Fivizzano,MS,28,24,2,0,0,26,14,3,0,0,17
2020,45007,Fivizzano,MS,29,22,4,0,0,26,13,5,0,0,18
2020,45007,Fivizzano,MS,30,31,1,0,0,32,22,8,0,0,30
2020,45007,Fivizzano,MS,31,27,4,0,0,31,18,6,0,0,24
2020,45007,Fivizzano,MS,32,35,3,0,0,38,19,11,1,0,31
2020,45007,Fivizzano,MS,33,28,5,1,0,34,11,16,0,0,27
2020,45007,Fivizzano,MS,34,19,9,0,0,28,11,8,1,0,20
2020,45007,Fivizzano,MS,35,18,9,1,0,28,14,11,1,0,26
2020,45007,Fivizzano,MS,36,36,9,1,0,46,14,12,0,0,26
2020,45007,Fivizzano,MS,37,22,9,1,0,32,14,24,0,0,38
2020,45007,Fivizzano,MS,38,30,8,1,0,39,12,19,0,0,31
2020,45007,Fivizzano,MS,39,17,15,1,0,33,13,15,1,0,29
2020,45007,Fivizzano,MS,40,16,15,2,0,33,11,19,2,0,32
2020,45007,Fivizzano,MS,41,18,11,1,0,30,11,20,2,1,34
2020,45007,Fivizzano,MS,42,13,16,3,0,32,14,22,0,0,36
2020,45007,Fivizzano,MS,43,21,14,2,0,37,11,23,2,0,36
2020,45007,Fivizzano,MS,44,26,31,2,0,59,10,23,2,1,36
2020,45007,Fivizzano,MS,45,20,22,2,0,44,10,44,6,0,60
2020,45007,Fivizzano,MS,46,26,23,2,0,51,11,32,3,1,47
2020,45007,Fivizzano,MS,47,21,37,1,0,59,10,31,2,1,44
2020,45007,Fivizzano,MS,48,20,31,5,0,56,4,30,7,0,41
2020,45007,Fivizzano,MS,49,20,37,2,0,59,7,38,2,0,47
2020,45007,Fivizzano,MS,50,16,31,9,0,56,7,38,4,2,51
2020,45007,Fivizzano,MS,51,20,35,5,0,60,19,44,3,1,67
2020,45007,Fivizzano,MS,52,17,42,4,0,63,8,49,6,2,65
2020,45007,Fivizzano,MS,53,15,42,4,0,61,7,35,3,1,46
2020,45007,Fivizzano,MS,54,16,44,2,0,62,10,46,6,1,63
2020,45007,Fivizzano,MS,55,15,38,7,1,61,5,40,2,1,48
2020,45007,Fivizzano,MS,56,13,42,5,0,60,4,36,5,4,49
2020,45007,Fivizzano,MS,57,12,39,3,0,54,6,53,4,4,67
2020,45007,Fivizzano,MS,58,15,36,7,1,59,6,49,7,2,64
2020,45007,Fivizzano,MS,59,14,40,5,2,61,6,46,4,4,60
2020,45007,Fivizzano,MS,60,8,37,3,0,48,3,33,4,2,42
2020,45007,Fivizzano,MS,61,12,34,7,1,54,4,49,4,4,61
2020,45007,Fivizzano,MS,62,7,40,6,0,53,2,54,4,6,66
2020,45007,Fivizzano,MS,63,8,34,9,1,52,8,57,6,8,79
2020,45007,Fivizzano,MS,64,6,52,3,0,61,3,39,4,7,53
2020,45007,Fivizzano,MS,65,7,37,4,1,49,3,36,4,8,51
2020,45007,Fivizzano,MS,66,14,44,3,2,63,1,36,1,9,47
2020,45007,Fivizzano,MS,67,6,40,3,6,55,3,41,0,17,61
2020,45007,Fivizzano,MS,68,5,50,3,1,59,1,37,1,8,47
2020,45007,Fivizzano,MS,69,6,41,0,2,49,3,45,1,13,62
2020,45007,Fivizzano,MS,70,9,52,3,2,66,2,43,3,13,61
2020,45007,Fivizzano,MS,71,9,60,1,3,73,3,39,0,15,57
2020,45007,Fivizzano,MS,72,4,54,7,4,69,2,44,2,16,64
2020,45007,Fivizzano,MS,73,7,55,4,3,69,2,49,1,22,74
2020,45007,Fivizzano,MS,74,5,41,0,6,52,0,33,2,24,59
2020,45007,Fivizzano,MS,75,5,29,2,6,42,1,30,3,18,52
2020,45007,Fivizzano,MS,76,7,41,0,1,49,2,25,1,15,43
2020,45007,Fivizzano,MS,77,5,32,1,4,42,1,25,2,21,49
2020,45007,Fivizzano,MS,78,7,30,2,4,43,3,30,0,21,54
2020,45007,Fivizzano,MS,79,6,32,1,4,43,1,20,3,27,51
2020,45007,Fivizzano,MS,80,3,31,0,8,42,2,28,3,30,63
2020,45007,Fivizzano,MS,81,2,34,1,5,42,1,25,1,31,58
2020,45007,Fivizzano,MS,82,5,36,1,9,51,2,17,2,28,49
2020,45007,Fivizzano,MS,83,5,27,0,9,41,1,23,1,37,62
2020,45007,Fivizzano,MS,84,3,24,0,3,30,2,10,0,31,43
2020,45007,Fivizzano,MS,85,3,15,0,4,22,1,17,1,27,46
2020,45007,Fivizzano,MS,86,2,17,0,9,28,1,8,1,35,45
2020,45007,Fivizzano,MS,87,6,13,0,11,30,2,10,0,43,55
2020,45007,Fivizzano,MS,88,1,23,0,6,30,1,2,1,39,43
2020,45007,Fivizzano,MS,89,2,11,1,9,23,0,5,0,27,32
2020,45007,Fivizzano,MS,90,0,8,0,7,15,2,2,0,34,38
2020,45007,Fivizzano,MS,91,1,4,1,5,11,2,3,1,29,35
2020,45007,Fivizzano,MS,92,1,6,0,2,9,2,2,0,23,27
2020,45007,Fivizzano,MS,93,0,3,0,3,6,2,1,0,17,20
2020,45007,Fivizzano,MS,94,0,3,0,2,5,2,1,0,20,23
2020,45007,Fivizzano,MS,95,0,2,0,1,3,0,0,0,16,16
2020,45007,Fivizzano,MS,96,0,1,0,2,3,0,0,0,13,13
2020,45007,Fivizzano,MS,97,0,0,0,1,1,1,0,0,5,6
2020,45007,Fivizzano,MS,98,0,1,0,0,1,0,0,0,6,6
2020,45007,Fivizzano,MS,99,0,0,0,0,0,0,1,0,4,5
2020,45007,Fivizzano,MS,100 e più,0,0,0,1,1,0,0,0,2,2
2020,45008,Fosdinovo,MS,0,15,0,0,0,15,9,0,0,0,9
2020,45008,Fosdinovo,MS,1,6,0,0,0,6,5,0,0,0,5
2020,45008,Fosdinovo,MS,2,14,0,0,0,14,10,0,0,0,10
2020,45008,Fosdinovo,MS,3,13,0,0,0,13,14,0,0,0,14
2020,45008,Fosdinovo,MS,4,15,0,0,0,15,14,0,0,0,14
2020,45008,Fosdinovo,MS,5,15,0,0,0,15,13,0,0,0,13
2020,45008,Fosdinovo,MS,6,11,0,0,0,11,9,0,0,0,9
2020,45008,Fosdinovo,MS,7,16,0,0,0,16,16,0,0,0,16
2020,45008,Fosdinovo,MS,8,22,0,0,0,22,12,0,0,0,12
2020,45008,Fosdinovo,MS,9,24,0,0,0,24,23,0,0,0,23
2020,45008,Fosdinovo,MS,10,21,0,0,0,21,23,0,0,0,23
2020,45008,Fosdinovo,MS,11,24,0,0,0,24,16,0,0,0,16
2020,45008,Fosdinovo,MS,12,21,0,0,0,21,22,0,0,0,22
2020,45008,Fosdinovo,MS,13,18,0,0,0,18,26,0,0,0,26
2020,45008,Fosdinovo,MS,14,20,0,0,0,20,15,0,0,0,15
2020,45008,Fosdinovo,MS,15,26,0,0,0,26,18,0,0,0,18
2020,45008,Fosdinovo,MS,16,18,0,0,0,18,19,0,0,0,19
2020,45008,Fosdinovo,MS,17,18,0,0,0,18,16,0,0,0,16
2020,45008,Fosdinovo,MS,18,21,0,0,0,21,14,0,0,0,14
2020,45008,Fosdinovo,MS,19,20,0,0,0,20,17,0,0,0,17
2020,45008,Fosdinovo,MS,20,28,0,0,0,28,18,0,0,0,18
2020,45008,Fosdinovo,MS,21,15,0,0,0,15,13,0,0,0,13
2020,45008,Fosdinovo,MS,22,21,0,0,0,21,19,0,0,0,19
2020,45008,Fosdinovo,MS,23,18,0,0,0,18,16,0,0,0,16
2020,45008,Fosdinovo,MS,24,18,0,0,0,18,17,1,0,0,18
2020,45008,Fosdinovo,MS,25,24,0,0,0,24,15,1,0,0,16
2020,45008,Fosdinovo,MS,26,18,2,0,0,20,17,3,0,0,20
2020,45008,Fosdinovo,MS,27,13,1,0,0,14,16,3,0,0,19
2020,45008,Fosdinovo,MS,28,11,2,0,0,13,18,1,0,0,19
2020,45008,Fosdinovo,MS,29,13,1,0,0,14,13,2,0,0,15
2020,45008,Fosdinovo,MS,30,19,1,0,0,20,21,5,0,0,26
2020,45008,Fosdinovo,MS,31,11,2,0,0,13,13,3,0,0,16
2020,45008,Fosdinovo,MS,32,17,4,0,0,21,15,11,0,0,26
2020,45008,Fosdinovo,MS,33,14,2,0,0,16,14,4,0,0,18
2020,45008,Fosdinovo,MS,34,15,8,0,0,23,8,11,1,0,20
